policy_renewal_number,policy_premium_band,customer_age,location_code,location_score,market_segment,policy_type,payment_frequency,customer_education_level,customer_occupation_sector,policy_category_two,policy_cover_level,customer_email_verified,payment_method,is_joint_policy,policy_excess,customer_home_ownership,customer_credit_one,customer_credit_two,customer_credit_three,customer_salary_band,customer_age_scaled,customer_gender,additional_customer_flag,policy_item_category,claim_flag
3,0,39,9,75,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,27,2,0,1,0
11,0,44,4,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,3,0,10,0
10,1,44,11,168,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,12,0
10,1,44,11,168,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,36,2,0,15,0
7,0,46,18,206,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,39,0,0,3,0
11,2,36,20,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,0,0,6,0
5,2,64,20,543,2,5,0,9,4,10,6,,1,1,1200,2,710,936,1000,3,71,2,0,13,0
0,0,44,6,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,0,0,15,0
3,3,59,20,450,3,1,2,9,0,5,1,,0,0,700,1,190,0,686,0,62,0,0,3,0
1,0,50,17,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,2,0,7,0
7,0,43,15,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,2,0,0,0
1,2,44,20,168,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,36,0,0,3,0
11,0,44,20,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,14,0
2,0,43,15,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,15,0
11,3,43,11,150,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,34,0,0,0,0
0,0,43,17,150,0,9,2,6,2,6,2,,0,0,350,3,174,431,431,2,34,2,0,10,0
3,1,35,13,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,2,0,2,0
2,0,40,17,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,0,0,13,0
7,0,45,17,187,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,38,0,0,15,0
12,0,45,5,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,2,0,8,0
0,1,44,20,168,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,36,0,0,15,0
12,1,50,3,281,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,46,2,0,12,0
4,2,35,20,0,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,21,0,0,4,0
0,3,46,1,206,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,39,3,0,4,0
5,0,42,1,131,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,33,2,0,6,0
4,1,53,3,337,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,52,0,0,13,0
7,2,36,4,18,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,22,0,0,9,0
10,0,43,19,150,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,34,2,0,14,0
0,1,39,15,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,1,0,11,0
0,0,37,21,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,1,0,6,0
1,2,36,17,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,2,0,4,0
8,1,35,5,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,2,1,5,1
0,0,44,19,168,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,36,2,0,6,0
6,2,48,11,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,3,0,13,0
11,2,49,3,262,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,45,2,0,0,0
1,0,40,11,93,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,29,3,0,5,0
6,0,45,15,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,2,0,13,0
2,2,60,20,468,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,64,2,0,2,1
7,1,57,21,412,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,58,0,0,1,0
0,0,41,21,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,6,0
3,2,45,20,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,0,0,10,0
0,1,39,11,75,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,27,2,0,3,0
5,2,40,4,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,3,0,10,0
3,0,38,15,56,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,26,2,0,5,0
0,0,54,15,356,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,53,2,0,11,0
2,0,43,17,150,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,34,2,0,9,0
2,2,44,15,168,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,36,2,0,13,0
1,0,36,11,18,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,22,2,0,10,0
4,2,44,20,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,0,0,15,0
0,0,40,18,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,2,0,2,0
2,0,60,1,468,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,64,2,0,5,0
11,1,50,20,281,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,46,0,0,0,0
3,2,42,20,131,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,33,0,0,14,0
11,1,46,17,206,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,39,3,0,14,0
5,0,41,11,112,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,31,0,0,5,1
3,1,44,11,168,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,36,2,0,4,0
1,0,54,21,356,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,53,2,0,4,0
0,0,37,4,37,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,24,3,0,6,0
1,2,50,11,281,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,46,0,0,9,0
11,0,54,20,356,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,53,2,0,4,0
0,0,45,11,187,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,38,0,0,13,0
6,1,52,2,318,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,50,1,0,5,0
2,2,45,15,187,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,38,0,0,12,0
12,1,58,17,431,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,60,2,0,2,1
7,0,40,15,93,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,29,3,0,7,0
11,1,54,11,356,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,53,2,0,9,0
6,0,48,11,243,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,43,2,0,6,0
12,1,52,20,318,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,50,0,0,9,0
4,0,39,15,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,2,0,4,0
0,2,36,20,18,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,22,2,0,10,0
0,2,35,1,0,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,21,0,0,15,0
3,0,36,4,18,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,22,3,0,13,0
3,0,40,15,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,0,0,1,0
1,3,48,14,243,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,43,2,0,9,0
11,0,55,20,375,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,55,1,0,3,0
11,2,37,17,37,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,24,2,0,7,0
0,0,40,20,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,1,0
12,3,63,5,525,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,69,2,1,5,1
0,2,39,3,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,2,0,14,0
12,2,37,15,37,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,24,2,0,11,0
11,2,40,3,93,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,29,2,0,0,0
0,1,39,11,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,2,0,9,0
3,0,48,11,243,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,43,2,0,3,0
9,0,43,15,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,0,0,0,0
0,0,39,15,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,2,0,10,0
0,2,40,19,93,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,29,0,0,6,0
0,0,39,6,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,2,0,11,0
3,0,37,11,37,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,24,0,0,0,0
11,2,39,4,75,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,27,0,0,4,0
2,1,43,17,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,12,0
12,1,40,18,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,2,0,6,0
0,2,49,11,262,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,45,0,0,10,0
2,0,44,17,168,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,36,2,0,15,0
1,0,39,1,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,3,0,2,1
10,1,36,21,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,0,0,4,0
8,3,37,4,37,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,24,0,0,13,0
5,0,41,17,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,0,0,6,0
10,0,45,20,187,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,38,2,0,10,0
1,1,36,4,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,2,0,1,0
1,2,35,11,0,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,21,2,0,6,0
0,0,35,11,0,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,21,0,0,0,0
10,2,42,4,131,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,33,2,0,4,0
5,2,48,17,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,0,0,15,0
11,0,39,11,75,5,10,0,9,5,7,2,,1,0,1250,0,456,654,0,4,27,2,0,5,0
10,0,52,17,318,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,50,0,0,11,0
0,0,35,15,0,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,21,0,0,1,0
3,1,44,11,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,2,0,8,0
3,1,47,15,225,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,41,0,0,2,0
4,0,46,1,206,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,39,0,0,6,0
4,0,36,12,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,2,0,4,0
3,0,40,4,93,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,29,3,0,2,0
0,0,45,17,187,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,38,0,0,9,0
5,1,45,20,187,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,38,0,0,11,0
1,0,52,17,318,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,50,0,0,5,0
8,1,52,11,318,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,50,2,0,0,0
8,1,41,4,112,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,31,2,0,12,0
7,0,54,2,356,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,53,0,0,2,1
4,1,43,17,150,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,34,0,0,3,0
0,2,38,15,56,1,4,1,5,3,1,2,,0,0,350,3,237,309,155,2,26,1,0,0,0
1,1,48,10,243,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,43,2,0,9,0
0,2,35,19,0,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,21,0,0,1,0
2,0,44,21,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,2,0,12,0
10,1,55,11,375,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,55,2,0,5,1
10,1,53,3,337,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,52,2,0,5,0
1,1,41,19,112,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,31,0,0,3,0
11,1,39,18,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,0,0,11,0
10,2,48,20,243,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,43,2,0,11,0
5,0,35,3,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,3,0,15,0
1,0,43,17,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,2,0,8,0
8,0,57,10,412,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,58,2,0,3,0
11,2,40,18,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,3,0,11,0
7,0,48,20,243,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,43,2,0,4,0
8,1,52,21,318,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,50,1,0,12,0
9,2,35,20,0,0,9,2,6,2,6,2,,0,0,350,3,174,431,431,2,21,3,0,15,0
3,0,45,3,187,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,38,2,0,3,0
0,0,58,20,431,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,60,2,0,10,0
10,0,54,5,356,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,53,0,0,9,0
0,0,39,15,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,2,0,9,0
0,0,37,20,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,0,0,0,0
10,1,44,20,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,0,0,15,0
0,0,49,5,262,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,45,2,0,1,0
1,0,35,20,0,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,21,2,0,0,0
8,2,40,10,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,2,0,5,1
8,2,36,20,18,5,10,0,9,5,7,2,,1,0,1250,0,456,654,0,4,22,0,0,7,0
4,2,48,11,243,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,43,2,0,9,0
9,1,37,4,37,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,24,0,0,6,0
0,0,54,2,356,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,53,1,0,13,0
6,0,48,8,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,2,0,1,0
11,2,41,2,112,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,31,0,0,10,0
8,1,43,4,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,0,1,2,1
10,2,36,20,18,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,22,1,0,0,0
0,0,49,19,262,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,45,0,0,12,0
5,0,43,15,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,0,0,13,0
7,0,43,17,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,0,0,10,0
11,2,43,5,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,5,0
10,0,44,11,168,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,36,2,0,4,0
2,2,64,6,543,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,71,0,0,5,0
9,1,35,20,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,0,0,15,0
7,2,49,2,262,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,45,2,0,0,0
10,2,39,19,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,2,0,0,0
5,1,44,0,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,2,0,10,0
3,4,48,15,243,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,43,0,0,5,0
8,2,41,20,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,0,0,4,0
11,0,44,2,168,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,36,0,0,0,0
0,1,35,6,0,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,21,1,0,0,0
0,1,37,11,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,2,0,1,0
10,2,53,3,337,2,5,0,9,4,10,6,,1,1,1200,2,710,936,1000,3,52,0,0,9,0
12,0,49,20,262,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,45,2,0,13,0
10,0,49,11,262,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,45,2,0,5,0
5,0,45,17,187,2,5,0,3,4,10,6,,1,1,1200,3,710,936,1000,3,38,0,0,7,0
10,2,42,11,131,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,33,2,0,2,0
11,1,49,15,262,5,3,1,1,6,4,2,,1,0,700,0,456,773,424,2,45,0,0,13,0
5,0,43,1,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,2,0,15,0
5,2,41,4,112,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,31,0,0,1,0
7,0,50,15,281,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,46,3,0,3,0
2,1,36,11,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,0,0,9,0
5,2,39,10,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,2,0,6,0
4,0,54,8,356,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,53,0,0,0,0
5,1,43,17,150,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,34,0,0,14,0
9,1,47,15,225,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,41,2,0,2,0
6,2,49,11,262,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,45,2,0,13,0
10,1,56,20,393,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,57,0,0,2,1
0,2,37,11,37,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,24,0,0,2,0
10,0,47,20,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,2,0,5,0
12,1,46,20,206,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,39,2,0,14,0
10,2,62,2,506,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,67,2,0,9,0
11,2,41,4,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,0,0,15,0
11,0,36,11,18,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,22,2,0,13,0
0,1,49,15,262,4,6,0,2,1,0,2,,1,0,1200,3,452,832,656,5,45,2,0,2,0
0,0,35,17,0,1,0,2,0,8,9,2,,0,0,0,3,0,118,200,0,21,2,0,3,0
8,1,48,20,243,0,9,2,9,2,6,2,,0,0,350,3,174,431,431,2,43,3,0,2,1
10,1,56,4,393,3,1,2,7,0,5,1,,0,0,700,1,190,0,686,0,57,0,0,10,0
0,0,36,19,18,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,22,2,0,9,0
10,1,41,4,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,2,0,2,1
5,2,37,11,37,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,24,2,0,11,0
10,0,40,20,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,3,0,10,0
7,0,44,5,168,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,36,2,0,5,0
8,1,39,20,75,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,27,2,0,13,0
3,3,45,2,187,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,38,2,0,9,0
7,3,48,20,243,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,43,0,0,9,0
5,0,57,6,412,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,58,2,0,5,1
2,0,42,16,131,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,33,0,1,5,1
0,0,54,17,356,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,53,0,0,15,0
1,0,40,8,93,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,29,0,0,14,0
9,1,43,17,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,0,0,9,0
12,1,38,15,56,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,26,3,0,1,0
0,0,44,2,168,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,36,2,0,9,0
0,0,41,19,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,0,0,0,0
5,1,43,17,150,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,34,2,0,1,0
9,1,39,11,75,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,27,0,0,6,0
12,2,40,4,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,0,0,8,0
11,0,54,5,356,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,53,2,0,9,0
3,0,39,17,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,0,0,8,0
1,2,50,20,281,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,46,2,0,7,0
6,0,48,15,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,0,0,0,0
1,3,38,21,56,5,2,1,4,7,8,2,,0,0,700,2,455,999,910,5,26,2,0,6,0
10,4,57,21,412,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,58,2,0,12,0
5,0,47,1,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,3,0,14,0
10,2,35,11,0,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,21,3,0,15,0
1,1,47,17,225,5,10,0,8,5,7,2,,1,0,1250,0,456,654,0,4,41,3,0,1,0
10,1,41,11,112,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,31,0,0,6,0
8,1,43,4,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,0,0,1,0
0,2,37,21,37,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,24,0,0,12,0
0,2,50,0,281,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,46,2,0,14,0
6,2,54,4,356,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,53,0,0,12,0
7,0,47,2,225,1,0,2,9,8,9,2,,0,0,0,2,0,118,200,0,41,2,0,3,0
10,2,45,20,187,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,38,0,0,3,0
4,3,40,4,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,1,0,2,0
0,3,40,17,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,0,0,11,0
10,2,60,20,468,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,64,2,0,15,0
11,0,54,4,356,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,53,0,0,5,0
4,3,40,11,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,2,0,14,0
9,0,48,4,243,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,43,2,0,15,0
6,0,38,1,56,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,26,2,0,3,0
11,1,45,20,187,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,38,2,0,11,0
5,2,43,15,150,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,34,0,0,0,0
2,2,47,20,225,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,41,2,0,1,0
10,0,36,11,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,0,0,5,1
1,1,50,4,281,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,46,0,0,12,0
0,3,49,20,262,4,6,0,2,1,0,2,,1,0,1200,0,452,832,656,5,45,1,0,1,0
0,2,43,5,150,2,5,0,9,4,10,6,,1,1,1200,2,710,936,1000,3,34,2,0,12,0
5,1,43,11,150,1,4,1,5,3,1,2,,0,0,350,0,237,309,155,2,34,0,0,8,0
1,1,39,4,75,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,27,3,0,3,0
6,0,36,7,18,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,22,3,0,10,0
6,0,58,17,431,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,60,0,0,1,0
10,1,56,2,393,4,7,1,9,6,3,2,,1,0,700,0,332,773,424,2,57,3,0,0,0
12,3,60,20,468,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,64,0,0,11,0
10,3,36,17,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,2,0,1,0
11,1,40,20,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,3,0,14,0
2,2,36,20,18,0,9,2,9,2,6,2,,0,0,350,2,174,431,431,2,22,0,0,5,0
6,0,43,15,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,0,0,10,0
8,1,40,21,93,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,29,3,0,11,0
11,0,40,20,93,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,29,2,0,1,0
11,0,48,17,243,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,43,0,0,15,0
10,2,41,20,112,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,31,0,0,13,0
3,2,65,20,562,2,5,0,3,4,10,6,,1,1,1200,2,710,936,1000,3,72,0,0,8,1
2,1,43,15,150,5,10,0,8,5,7,2,,1,0,1250,3,456,654,0,4,34,3,0,14,0
1,1,58,8,431,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,60,2,0,10,0
7,1,39,1,75,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,27,0,0,2,0
10,0,43,0,150,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,34,0,0,11,0
8,3,47,10,225,4,8,1,1,6,2,6,,1,0,700,0,452,802,536,0,41,3,0,11,0
4,0,39,15,75,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,27,0,0,3,0
11,0,49,5,262,0,9,2,6,2,6,2,,0,0,350,2,174,431,431,2,45,0,0,12,0
7,2,36,3,18,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,22,2,0,1,0
5,4,42,20,131,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,33,2,0,9,0
11,1,41,6,112,1,0,2,0,8,9,2,,0,0,0,2,0,118,200,0,31,2,0,10,0
10,3,37,5,37,4,7,1,1,6,3,2,,1,0,700,3,332,773,424,2,24,0,0,3,0
5,2,40,1,93,4,7,1,1,6,3,2,,1,0,700,0,332,773,424,2,29,2,0,7,0
